,Period,Time,grid_node,Domestic_electricity,SolarGains
495,8,1,134.0,14.310282223701100,0.0
496,8,1,140.0,17.850548005748700,0.0
497,8,1,141.0,2.26833696,0.0
498,8,1,143.0,52.360376068935,0.0
499,8,1,151.0,6.594461862180920,0.0
500,8,1,152.0,8.88234709901856,0.0
501,8,1,154.0,2.5783208898735100,0.0
502,8,1,155.0,7.222961641569120,0.0
503,8,1,157.0,2.7323393318236600,0.0
504,8,1,160.0,4.4810369683081,0.0
505,8,1,168.0,9.744628320286910,0.0
506,8,1,171.0,5.99289465810279,0.0
507,8,1,173.0,15.038785048301000,0.0
508,8,1,192.0,2.4510331759036100,0.0
509,8,1,193.0,0.99493632,0.0
510,8,1,195.0,0.8899430400000000,0.0
511,8,1,196.0,0.69062544,0.0
512,9,1,1.0,0.2652698873684130,0.0
513,9,1,2.0,0.34189879518072300,0.0
514,9,1,5.0,2.366727710843370,0.0
515,9,1,6.0,1.7237590361445800,0.0
516,9,1,10.0,0.01857024,0.0
517,9,1,11.0,3.4271872462650600,0.0
518,9,1,13.0,0.6436240963855420,0.0
519,9,1,16.0,14.049104844036000,0.0
520,9,1,17.0,0.2849156626506020,0.0
521,9,1,19.0,0.4374503419663810,0.0
522,9,1,20.0,0.0,0.0
523,9,1,21.0,2.777831325301210,0.0
524,9,1,22.0,8.458825017195050,0.0
525,9,1,23.0,8.946775537986520,0.0
526,9,1,24.0,25.84783397590360,0.0
527,9,1,25.0,1.040809638554220,0.0
528,9,1,26.0,7.702939759036150,0.0
529,9,1,27.0,21.263894840328900,0.0
530,9,1,29.0,4.402085056576580,0.0
531,9,1,33.0,18.331680387642700,0.0
532,9,1,34.0,8.250140790361450,0.0
533,9,1,35.0,1.7617734939759000,0.0
534,9,1,38.0,4.221553832421230,0.0
535,9,1,40.0,1.681156626506020,0.0
536,9,1,41.0,11.812369136240800,0.0
537,9,1,45.0,2.3348650556388600,0.0
538,9,1,58.0,1.278766265060240,0.0
539,9,1,59.0,0.0786506024096385,0.0
540,9,1,61.0,9.171966666409720,0.0
541,9,1,65.0,0.6402996714129240,0.0
542,9,1,67.0,0.051336,0.0
543,9,1,68.0,3.5813805198399800,0.0
544,9,1,73.0,0.9261879518072290,0.0
545,9,1,74.0,0.181908,0.0
546,9,1,76.0,5.3180915662650600,0.0
547,9,1,89.0,0.5361349397590360,0.0
548,9,1,97.0,0.49389696,0.0
549,9,1,101.0,0.275277108433735,0.0
550,9,1,102.0,1.3948915662650600,0.0
551,9,1,104.0,0.3808000000000000,0.0
552,9,1,105.0,1.2377779200000000,0.0
553,9,1,107.0,6.795922506024100,0.0
554,9,1,108.0,6.257966265060240,0.0
555,9,1,111.0,1.164331924369890,0.0
556,9,1,120.0,1.263541925865830,0.0
557,9,1,127.0,1.16818416,0.0
558,9,1,130.0,6.396915662650600,0.0
559,9,1,134.0,3.088660681420570,0.0
560,9,1,140.0,5.567864415115080,0.0
561,9,1,141.0,1.51222464,0.0
